з.е.,Распределение з.е. по курсам и периодам обучения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Курс 1,,,,,,,,,Курс 2,,,,,,,,,Курс 3,,,,,,,,,Курс 4,,,,,,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.ДВ.02.01
Дисциплины по выбору Б1.В.ДВ.2: Оптимальные и адаптивные системы
[За]
(/ Адаптивное управление)
ИД-3(ПК-3)",3,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
19,,{$},,"Б1.О.09
Математический анализ
[За]
ИД-1(ОПК-1); ИД-2(ОПК-1); ИД-3(ОПК-1)",5,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
20,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.О.14
Промышленные сети и интерфейсы
[За]
ИД-2(ОПК-6); ИД-3(ОПК-6); ИД-1(ОПК-11); ИД-2(ОПК-11)",4,,{$},,"Б1.О.26
Физическая культура и спорт
[За]
ИД-1(УК-7); ИД-2(УК-7); ИД-3(УК-7)",0.5,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.10
Электронные устройства автоматики
[За]
ИД-1(ПК-3); ИД-2(ПК-3)",4,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
21,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.12
Цифровые системы управления
[Эк]
ИД-1(ПК-1); ИД-2(ПК-1); ИД-3(ПК-3)",5,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
22,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
23,,{$},,,,{$},,"Б1.О.20
Введение в профессиональную деятельность
[Эк]
ИД-1(УК-6); ИД-2(УК-6); ИД-3(УК-6); ИД-1(УК-9); ИД-2(УК-9); ИД-1(ОПК-5); ИД-2(ОПК-5); ИД-3(ОПК-5)",4,,{$},,"Б1.О.23
Инженерная и компьютерная графика
[За]
ИД-1(ОПК-10); ИД-3(ОПК-10)",3,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б3.01(Д)
Выполнение, подготовка к процедуре защиты и защита выпускной квалификационной работы
ИД-1(УК-1); ИД-2(УК-1); ИД-3(УК-1); ИД-1(УК-2); ИД-2(УК-2); ИД-3(УК-2); ИД-1(УК-3); ИД-2(УК-3); ИД-3(УК-3); ИД-1(УК-4); ИД-2(УК-4); ИД-3(УК-4); ИД-1(УК-5); ИД-2(УК-5); ИД-3(УК-5); ИД-1(УК-6); ИД-2(УК-6); ИД-3(УК-6); ИД-1(УК-7); ИД-2(УК-7); ИД-3(УК-7); ИД-1(УК-8); ИД-2(УК-8); ИД-3(УК-8); ИД-1(УК-9); ИД-2(УК-9); ИД-3(УК-9); ИД-1(УК-10); ИД-2(УК-10); ИД-3(УК-10); ИД-4(УК-10); ИД-5(УК-10); ИД-1(УК-11); ИД-2(УК-11); ИД-3(УК-11); ИД-1(ОПК-1); ИД-2(ОПК-1); ИД-3(ОПК-1); ИД-1(ОПК-2); ИД-2(ОПК-2); ИД-3(ОПК-2); ИД-1(ОПК-3); ИД-2(ОПК-3); ИД-3(ОПК-3); ИД-1(ОПК-4); ИД-2(ОПК-4); ИД-3(ОПК-4); ИД-4(ОПК-4); ИД-1(ОПК-5); ИД-2(ОПК-5); ИД-3(ОПК-5); ИД-1(ОПК-6); ИД-2(ОПК-6); ИД-3(ОПК-6); ИД-1(ОПК-7); ИД-2(ОПК-7); ИД-3(ОПК-7); ИД-1(ОПК-8); ИД-2(ОПК-8); ИД-3(ОПК-8); ИД-4(ОПК-8); ИД-5(ОПК-8); ИД-6(ОПК-8); ИД-1(ОПК-9); ИД-2(ОПК-9); ИД-3(ОПК-9); ИД-1(ОПК-10); ИД-2(ОПК-10); ИД-3(ОПК-10); ИД-4(ОПК-10); ИД-1(ОПК-11); ИД-2(ОПК-11); ИД-1(ПК-1); ИД-2(ПК-1); ИД-3(ПК-1); ИД-1(ПК-2); ИД-2(ПК-2); ИД-3(ПК-2); ИД-1(ПК-3); ИД-2(ПК-3); ИД-3(ПК-3); ИД-1(ПК-4); ИД-2(ПК-4); ИД-3(ПК-4); ИД-1(ПК-5); ИД-2(ПК-5); ИД-3(ПК-5)",9
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
24,,{$},,"Б1.О.20
Введение в профессиональную деятельность
[За]
ИД-1(УК-6); ИД-2(УК-6); ИД-3(УК-6); ИД-1(УК-9); ИД-2(УК-9); ИД-1(ОПК-5); ИД-2(ОПК-5); ИД-3(ОПК-5)",4,{$},,,,,{$},,,,{$},,"Б1.О.24
Методы оптимизации
[За]
ИД-2(ОПК-1); ИД-3(ОПК-1); ИД-1(ОПК-4); ИД-3(ОПК-4)",3,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.03.01
Дисциплины по выбору Б1.В.ДВ.3: SCADA-системы
[За, КП]
(/ DCS-системы)
ИД-1(ПК-3); ИД-2(ПК-3)",6,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.11
Программное обеспечение систем управления
[Эк]
ИД-2(ПК-2)",5,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
25,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
26,,{$},,,,{$},,,,,{$},,"Б1.В.07
Основы теории систем
[За]
ИД-1(УК-1); ИД-2(УК-1); ИД-3(УК-1)",3,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б2.О.02(П)
Проектная практика
[ЗаО]
ИД-1(ОПК-7); ИД-1(ПК-1); ИД-2(ПК-1); ИД-1(ПК-2)",6,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
27,,{$},,,,{$},,"Б1.О.26
Физическая культура и спорт
[За]
ИД-1(УК-7); ИД-2(УК-7); ИД-3(УК-7)",0.5,,{$},,,,{$},,"Б1.В.03
Управление данными в производственных системах
[За]
ИД-2(ПК-4); ИД-3(ПК-4)",3,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,"Б1.В.13
Теория и практика эффективного речевого общения
[За]
ИД-1(УК-4); ИД-2(УК-4)",3,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
28,,{$},,"Б1.О.26
Физическая культура и спорт
[За]
ИД-1(УК-7); ИД-2(УК-7); ИД-3(УК-7)",0.5,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
29,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,"ФТД.01
Теория поиска инновационных решений
[За]
ИД-1(ОПК-5); ИД-2(ОПК-5); ИД-3(ОПК-5)",2,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
30,,,,,,{$},,,,,,,,,{$},,"Б2.О.01(У)
Ознакомительная практика
[ЗаО]
ИД-1(ОПК-3); ИД-2(ОПК-5)",3,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,"Б2.О.01(У)
Ознакомительная практика
[ЗаО]
ИД-1(ОПК-3); ИД-2(ОПК-5)",3,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
31,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,"ФТД.02
Алгоритмы и структуры данных
[За]
ИД-2(ОПК-6)",2,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
32,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,,,,,,,,,,,,,
33,,,,,,{$},,,,,,,,,,,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,,,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
